,Location,NumFloor,Elevator Amount,Waiting_Time,Journey_Time
0,北棟病床,5,5,20.782703797147448,33.78270379714745
1,北棟病床,5,5,25.0,46.0
2,北棟病床,5,5,50.16419592432678,61.66419592432678
3,北棟病床,5,5,44.90735316339055,59.40735316339055
4,北棟病床,5,5,9.423720435265338,29.673720435265338
5,北棟病床,5,5,36.0,49.8
6,北棟病床,5,5,30.100748893128166,42.21186000423928
7,北棟病床,5,5,0.0,18.333333333333343
8,北棟病床,5,5,26.565520272792526,48.136948844221095
9,北棟病床,5,5,57.04021075113266,73.54021075113266
10,北棟病床,5,5,39.78149027101891,54.495775985304626
11,北棟病床,5,5,10.0,28.333333333333332
12,北棟病床,5,5,0.0,11.999999999999996
13,北棟病床,5,5,28.219531952835993,46.71953195283599
14,北棟病床,5,5,37.56922952556601,50.31922952556601
15,北棟病床,5,5,33.41621382710357,56.7495471604369
16,北棟病床,5,5,40.0,62.0
17,北棟病床,5,5,0.0,11.0
18,北棟病床,5,5,33.333333333333336,45.0
19,北棟病床,5,5,20.0,36.75
20,北棟病床,5,5,21.632405811482933,41.882405811482926
21,北棟病床,5,5,23.660984715446286,36.66098471544628
22,北棟病床,5,5,21.511833226433563,38.51183322643356
23,北棟病床,5,5,20.811755907144054,40.561755907144054
24,北棟病床,5,5,31.12719226831635,44.32719226831635
25,北棟病床,5,5,37.5,54.25
26,北棟病床,5,5,0.0,12.0
27,北棟病床,5,5,21.666666666666668,34.666666666666664
28,北棟病床,5,5,15.0,38.75
29,北棟病床,5,5,0.0,11.5
30,北棟病床,5,5,60.884767009659456,71.88476700965946
31,北棟病床,5,5,0.0,12.0
32,北棟病床,5,5,10.0,28.0
33,北棟病床,5,5,37.51298258456574,56.912982584565746
34,北棟病床,5,5,32.67599262380571,44.67599262380571
35,北棟病床,5,5,28.480611579905098,46.080611579905096
36,北棟病床,5,5,63.04636083135824,74.54636083135824
37,北棟病床,5,5,0.0,11.5
38,北棟病床,5,5,37.41445958716495,55.28945958716495
39,北棟病床,5,5,33.977932661370694,48.26364694708498
40,北棟病床,5,5,17.500000000000004,37.772567955661785
41,北棟病床,5,5,22.949561618859732,40.6162282855264
42,北棟病床,5,5,3.3333333333333335,27.84060982003812
43,北棟病床,5,5,23.33333333333333,34.33333333333333
44,北棟病床,5,5,41.14727123276611,58.29012837562324
45,北棟病床,5,5,17.5,36.5
46,北棟病床,5,5,18.80432268931722,35.80432268931722
47,北棟病床,5,5,39.34927057686866,55.74927057686866
48,北棟病床,5,5,48.0186369474251,65.12974805853621
49,北棟病床,5,5,26.05337938784754,38.05337938784754
50,北棟病床,5,5,19.074256381432942,39.324256381432946
51,北棟病床,5,5,30.000000000000004,46.25
52,北棟病床,5,5,5.0,21.5
53,北棟病床,5,5,40.0,59.2
54,北棟病床,5,5,30.0,51.2
55,北棟病床,5,5,24.28571428571428,39.714285714285715
56,北棟病床,5,5,23.333333333333332,44.333333333333336
57,北棟病床,5,5,0.0,20.999999999999996
58,北棟病床,5,5,33.24063120402931,47.90729787069598
59,北棟病床,5,5,47.18321011869907,64.78321011869907
60,北棟病床,5,5,35.685724291698754,52.18572429169876
61,北棟病床,5,5,23.333333333333332,34.666666666666664
62,北棟病床,5,5,35.0,55.594236608698544
63,北棟病床,5,5,51.20500053943493,66.70500053943492
